Location,Year,WeekNum,avg_price,median_price,std_price,years_count,avg_norm,risk_norm,HighPriceScore,Label,conf_score,Confidence
Anuradhapura,2020,2,47.833333,47.833333,45.115887,1,0.138661,0.694673,0.437099,MODERATE,66.536741,Medium
Anuradhapura,2020,3,42.625,42.625,43.710043,1,0.118619,0.673027,0.353365,MODERATE,66.200063,Medium
Anuradhapura,2020,4,43.375,43.375,42.670715,1,0.121505,0.657024,0.359375,MODERATE,67.013352,Medium
Anuradhapura,2020,5,45.363636,45.363636,36.419725,1,0.129157,0.560774,0.397436,MODERATE,71.322497,High
Anuradhapura,2020,6,42.5,42.5,40.634354,1,0.118138,0.625669,0.349159,WEAK,68.065523,Medium
Anuradhapura,2020,7,46.5,46.5,38.078129,1,0.13353,0.586309,0.421474,MODERATE,70.563456,High
Anuradhapura,2020,8,50.4,50.4,39.429288,1,0.148538,0.607114,0.472756,MODERATE,70.631737,High
Anuradhapura,2020,9,50.0,50.0,40.060177,1,0.146998,0.616828,0.46855,MODERATE,70.150817,High
Anuradhapura,2020,10,51.75,51.75,40.114859,1,0.153733,0.61767,0.483574,MODERATE,70.521191,High
Anuradhapura,2020,11,52.307018,52.307018,40.40906,1,0.155876,0.6222,0.486378,MODERATE,70.468601,High
Anuradhapura,2020,12,52.864035,52.864035,41.099914,1,0.15802,0.632837,0.491987,MODERATE,70.171711,High
Anuradhapura,2020,13,53.421053,53.421053,41.073727,1,0.160163,0.632434,0.495994,MODERATE,70.316448,High
Anuradhapura,2020,14,62.11902,62.11902,43.968422,1,0.193634,0.677005,0.595152,MODERATE,70.541855,High
Anuradhapura,2020,15,65.261706,65.261706,47.363742,1,0.205727,0.729285,0.633213,MODERATE,69.17628,Medium
Anuradhapura,2020,16,65.499603,65.499603,47.389649,1,0.206643,0.729684,0.635617,MODERATE,69.215251,Medium
Anuradhapura,2020,17,67.514524,67.514524,49.772861,1,0.214397,0.766379,0.669671,STRONG,68.212648,Medium
Anuradhapura,2020,18,61.828205,61.828205,51.398509,1,0.192515,0.79141,0.588742,MODERATE,65.898508,Medium
Anuradhapura,2020,19,61.479744,61.479744,48.255891,1,0.191174,0.743022,0.579928,MODERATE,67.753596,Medium
Anuradhapura,2020,20,62.576923,62.576923,49.577457,1,0.195396,0.763371,0.601562,MODERATE,67.192966,Medium
Anuradhapura,2020,21,61.823333,61.823333,48.47693,1,0.192496,0.746425,0.587139,MODERATE,67.696788,Medium
Anuradhapura,2020,22,62.916429,62.916429,49.389893,1,0.196703,0.760483,0.608974,MODERATE,67.386874,Medium
Anuradhapura,2020,23,64.266939,64.266939,50.705903,1,0.201899,0.780746,0.620994,MODERATE,66.888158,Medium
Anuradhapura,2020,24,64.467687,64.467687,51.189507,1,0.202672,0.788192,0.623397,MODERATE,66.636656,Medium
Anuradhapura,2020,25,65.923912,65.923912,53.223127,1,0.208276,0.819505,0.643429,MODERATE,65.720371,Medium
Anuradhapura,2020,26,60.662281,60.662281,53.746292,1,0.188028,0.82756,0.57492,MODERATE,64.183308,Medium
Anuradhapura,2020,27,61.219298,61.219298,55.786807,1,0.190172,0.858979,0.577324,MODERATE,63.055159,Medium
Anuradhapura,2020,28,61.776316,61.776316,55.501752,1,0.192315,0.85459,0.586138,MODERATE,63.359334,Medium
Anuradhapura,2020,29,62.333333,62.333333,53.03002,1,0.194459,0.816532,0.598558,MODERATE,65.010286,Medium
Anuradhapura,2020,30,70.0,70.0,52.43237,1,0.223961,0.807329,0.683293,STRONG,67.148517,Medium
Anuradhapura,2020,31,66.25,66.25,52.374613,1,0.209531,0.80644,0.648438,MODERATE,66.318261,Medium
Anuradhapura,2020,32,69.0,69.0,52.355056,1,0.220113,0.806139,0.677484,STRONG,66.965248,Medium
Anuradhapura,2020,33,72.0,72.0,53.854263,1,0.231657,0.829223,0.700321,STRONG,66.734547,Medium
Anuradhapura,2020,34,72.0,72.0,56.005441,1,0.231657,0.862346,0.700321,STRONG,65.409633,Medium
Anuradhapura,2020,35,72.0,72.0,55.119652,1,0.231657,0.848707,0.700321,STRONG,65.955192,Medium
Anuradhapura,2020,36,72.0,72.0,54.650331,1,0.231657,0.84148,0.700321,STRONG,66.244248,Medium
Anuradhapura,2020,37,72.0,72.0,54.51701,1,0.231657,0.839428,0.700321,STRONG,66.32636,Medium
Anuradhapura,2020,38,62.151026,62.151026,54.425891,1,0.193757,0.838025,0.596554,MODERATE,64.108474,Medium
Anuradhapura,2020,39,62.09,62.09,54.371385,1,0.193522,0.837185,0.59375,MODERATE,64.127954,Medium
Anuradhapura,2020,40,62.458718,62.458718,53.582563,1,0.194941,0.825039,0.60016,MODERATE,64.698924,Medium
Anuradhapura,2020,41,61.752308,61.752308,50.456878,1,0.192223,0.776912,0.584936,MODERATE,66.460936,Medium
Anuradhapura,2020,42,61.412955,61.412955,50.236424,1,0.190917,0.773517,0.578526,MODERATE,66.518362,Medium
Anuradhapura,2020,43,62.219748,62.219748,50.096697,1,0.194022,0.771366,0.597756,MODERATE,66.790698,Medium
Anuradhapura,2020,44,62.709874,62.709874,49.632342,1,0.195908,0.764216,0.60617,MODERATE,67.189859,Medium
Anuradhapura,2020,45,63.94881,63.94881,50.096942,1,0.200675,0.771369,0.614183,MODERATE,67.189766,Medium
Anuradhapura,2020,46,64.345238,64.345238,49.504435,1,0.202201,0.762246,0.622196,MODERATE,67.646222,Medium
Anuradhapura,2020,47,64.024048,64.024048,49.058037,1,0.200965,0.755373,0.616186,MODERATE,67.847001,Medium
Anuradhapura,2020,48,64.130714,64.130714,47.651146,1,0.201375,0.73371,0.61899,MODERATE,68.738135,Medium
Anuradhapura,2020,49,65.506667,65.506667,46.707221,1,0.20667,0.719176,0.63722,MODERATE,69.63719,Medium
Anuradhapura,2020,50,64.982051,64.982051,46.7687,1,0.204651,0.720123,0.629207,MODERATE,69.478198,Medium
Anuradhapura,2020,51,66.26,66.26,39.352456,1,0.209569,0.605931,0.651042,STRONG,74.340936,High
Anuradhapura,2020,52,67.32,67.32,41.613533,1,0.213648,0.640746,0.666667,STRONG,73.193076,High
Anuradhapura,2021,1,59.686905,59.686905,44.64971,1,0.184275,0.687496,0.564904,MODERATE,69.560703,Medium
Anuradhapura,2021,2,64.588286,64.588286,45.115887,1,0.203136,0.694673,0.625,MODERATE,70.405252,High
Anuradhapura,2021,3,60.264111,60.264111,43.710043,1,0.186496,0.673027,0.571314,MODERATE,70.272715,High
Anuradhapura,2021,4,59.083889,59.083889,42.670715,1,0.181954,0.657024,0.557292,MODERATE,70.64034,High
Anuradhapura,2021,5,56.817576,56.817576,36.419725,1,0.173233,0.560774,0.526643,MODERATE,73.96707,High
Anuradhapura,2021,6,56.939583,56.939583,40.634354,1,0.173703,0.625669,0.528446,MODERATE,71.399444,High
Anuradhapura,2021,7,55.729167,55.729167,38.078129,1,0.169045,0.586309,0.507212,MODERATE,72.694356,High
Anuradhapura,2021,8,55.989583,55.989583,39.429288,1,0.170047,0.607114,0.512821,MODERATE,71.922303,High
Anuradhapura,2021,9,57.373958,57.373958,40.060177,1,0.175374,0.616828,0.532853,MODERATE,71.853372,High
Anuradhapura,2021,10,57.585417,57.585417,40.114859,1,0.176188,0.61767,0.540865,MODERATE,71.868517,High
Anuradhapura,2021,11,58.836689,58.836689,40.40906,1,0.181003,0.6222,0.555288,MODERATE,71.976221,High
Anuradhapura,2021,12,59.562029,59.562029,41.099914,1,0.183794,0.632837,0.560897,MODERATE,71.718195,High
Anuradhapura,2021,13,60.099661,60.099661,41.073727,1,0.185863,0.632434,0.569311,MODERATE,71.858456,High
Anuradhapura,2021,14,62.11902,62.11902,43.968422,1,0.193634,0.677005,0.595152,MODERATE,70.541855,High
Anuradhapura,2021,15,65.261706,65.261706,47.363742,1,0.205727,0.729285,0.633213,MODERATE,69.17628,Medium
Anuradhapura,2021,16,65.499603,65.499603,47.389649,1,0.206643,0.729684,0.635617,MODERATE,69.215251,Medium
Anuradhapura,2021,17,67.514524,67.514524,49.772861,1,0.214397,0.766379,0.669671,STRONG,68.212648,Medium
Anuradhapura,2021,18,61.828205,61.828205,51.398509,1,0.192515,0.79141,0.588742,MODERATE,65.898508,Medium
Anuradhapura,2021,19,61.479744,61.479744,48.255891,1,0.191174,0.743022,0.579928,MODERATE,67.753596,Medium
Anuradhapura,2021,20,62.576923,62.576923,49.577457,1,0.195396,0.763371,0.601562,MODERATE,67.192966,Medium
Anuradhapura,2021,21,61.823333,61.823333,48.47693,1,0.192496,0.746425,0.587139,MODERATE,67.696788,Medium
Anuradhapura,2021,22,72.0,72.0,49.389893,1,0.231657,0.760483,0.700321,STRONG,69.484159,Medium
Anuradhapura,2021,23,72.0,72.0,50.705903,1,0.231657,0.780746,0.700321,STRONG,68.673626,Medium
Anuradhapura,2021,24,72.0,72.0,51.189507,1,0.231657,0.788192,0.700321,STRONG,68.375774,Medium
Anuradhapura,2021,25,72.0,72.0,53.223127,1,0.231657,0.819505,0.700321,STRONG,67.123265,Medium
Anuradhapura,2021,26,62.0,62.0,53.746292,1,0.193176,0.82756,0.590345,MODERATE,64.49217,Medium
Anuradhapura,2021,27,67.0,67.0,55.786807,1,0.212417,0.858979,0.66246,STRONG,64.389852,Medium
Anuradhapura,2021,28,57.0,57.0,55.501752,1,0.173935,0.85459,0.530248,MODERATE,62.256542,Medium
Anuradhapura,2021,29,53.0,53.0,53.03002,1,0.158543,0.816532,0.492989,MODERATE,62.855334,Medium
Anuradhapura,2021,30,67.0,67.0,52.43237,1,0.212417,0.807329,0.66246,STRONG,66.455855,Medium
Anuradhapura,2021,31,77.0,77.0,52.374613,1,0.250898,0.80644,0.719952,STRONG,66.684496,Medium
Anuradhapura,2021,32,67.0,67.0,52.355056,1,0.212417,0.806139,0.66246,STRONG,66.503472,Medium
Anuradhapura,2021,33,67.0,67.0,53.854263,1,0.212417,0.829223,0.66246,STRONG,65.580109,Medium
Anuradhapura,2021,34,67.0,67.0,56.005441,1,0.212417,0.862346,0.66246,STRONG,64.255195,Medium
Anuradhapura,2021,35,77.0,77.0,55.119652,1,0.250898,0.848707,0.719952,STRONG,64.993823,Medium
Anuradhapura,2021,36,77.0,77.0,54.650331,1,0.250898,0.84148,0.719952,STRONG,65.282879,Medium
Anuradhapura,2021,37,77.0,77.0,54.51701,1,0.250898,0.839428,0.719952,STRONG,65.364991,Medium
Anuradhapura,2021,38,67.0,67.0,54.425891,1,0.212417,0.838025,0.66246,STRONG,65.228042,Medium
Anuradhapura,2021,39,64.0,64.0,54.371385,1,0.200872,0.837185,0.615184,MODERATE,64.568949,Medium
Anuradhapura,2021,40,72.0,72.0,53.582563,1,0.231657,0.825039,0.700321,STRONG,66.901888,Medium
Anuradhapura,2021,41,67.0,67.0,50.456878,1,0.212417,0.776912,0.66246,STRONG,67.672563,Medium
Anuradhapura,2021,42,67.0,67.0,50.236424,1,0.212417,0.773517,0.66246,STRONG,67.808341,Medium
Anuradhapura,2021,43,72.0,72.0,50.096697,1,0.231657,0.771366,0.700321,STRONG,69.048837,Medium
Anuradhapura,2021,44,72.0,72.0,49.632342,1,0.231657,0.764216,0.700321,STRONG,69.334834,Medium
Anuradhapura,2021,45,84.0,84.0,50.096942,1,0.277835,0.771369,0.738782,STRONG,66.471104,Medium
Anuradhapura,2021,46,87.0,87.0,49.504435,1,0.289379,0.762246,0.745793,STRONG,66.143367,Medium
Anuradhapura,2021,47,84.0,84.0,49.058037,1,0.277835,0.755373,0.738782,STRONG,67.110967,Medium
Anuradhapura,2021,48,87.0,87.0,47.651146,1,0.289379,0.73371,0.745793,STRONG,67.28481,Medium
Anuradhapura,2021,49,82.0,82.0,46.707221,1,0.270139,0.719176,0.732572,STRONG,69.020613,Medium
Anuradhapura,2021,50,77.0,77.0,46.7687,1,0.250898,0.720123,0.719952,STRONG,70.137187,High
Anuradhapura,2021,51,82.0,82.0,39.352456,1,0.270139,0.605931,0.732572,STRONG,73.550424,High
Anuradhapura,2021,52,82.0,82.0,41.613533,1,0.270139,0.640746,0.732572,STRONG,72.157823,High
Anuradhapura,2022,1,82.0,82.0,44.64971,1,0.270139,0.687496,0.732572,STRONG,70.287837,High
Anuradhapura,2022,2,94.0,94.0,45.115887,1,0.316316,0.694673,0.757412,STRONG,67.230067,Medium
Anuradhapura,2022,3,74.0,74.0,43.710043,1,0.239354,0.673027,0.71234,STRONG,72.713681,High
Anuradhapura,2022,4,84.0,84.0,42.670715,1,0.277835,0.657024,0.738782,STRONG,71.044928,High
Anuradhapura,2022,5,77.0,77.0,36.419725,1,0.250898,0.560774,0.719952,STRONG,76.511135,High
Anuradhapura,2022,6,84.0,84.0,40.634354,1,0.277835,0.625669,0.738782,STRONG,72.299126,High
Anuradhapura,2022,7,88.0,88.0,38.078129,1,0.293227,0.586309,0.746795,STRONG,72.949958,High
Anuradhapura,2022,8,84.0,84.0,39.429288,1,0.277835,0.607114,0.738782,STRONG,73.041328,High
Anuradhapura,2022,9,94.0,94.0,40.060177,1,0.316316,0.616828,0.757412,STRONG,70.343886,High
Anuradhapura,2022,10,94.0,94.0,40.114859,1,0.316316,0.61767,0.757412,STRONG,70.310207,High
Anuradhapura,2022,11,94.0,94.0,40.40906,1,0.316316,0.6222,0.757412,STRONG,70.129008,High
Anuradhapura,2022,12,102.0,102.0,41.099914,1,0.347101,0.632837,0.766426,STRONG,67.856409,Medium
Anuradhapura,2022,13,104.0,104.0,41.073727,1,0.354797,0.632434,0.767228,STRONG,67.410762,Medium
Anuradhapura,2022,14,112.0,112.0,43.968422,1,0.385582,0.677005,0.772035,STRONG,63.780815,Medium
Anuradhapura,2022,15,122.0,122.0,47.363742,1,0.424064,0.729285,0.785657,STRONG,59.380756,Medium
Anuradhapura,2022,16,122.0,122.0,47.389649,1,0.424064,0.729684,0.785657,STRONG,59.3648,Medium
Anuradhapura,2022,17,127.0,127.0,49.772861,1,0.443304,0.766379,0.801683,STRONG,56.742538,Medium
Anuradhapura,2022,18,138.0,138.0,51.398509,1,0.485634,0.79141,0.834335,STRONG,53.201535,Medium
Anuradhapura,2022,19,138.0,138.0,48.255891,1,0.485634,0.743022,0.834335,STRONG,55.137078,Medium
Anuradhapura,2022,20,154.0,154.0,49.577457,1,0.547204,0.763371,0.894832,STRONG,50.628921,Medium
Anuradhapura,2022,21,148.0,148.0,48.47693,1,0.524115,0.746425,0.886018,STRONG,52.692063,Medium
Anuradhapura,2022,22,164.0,164.0,49.389893,1,0.585685,0.760483,0.951923,STRONG,48.435566,Medium
Anuradhapura,2022,23,177.0,177.0,50.705903,1,0.635711,0.780746,0.969952,STRONG,44.623494,Medium
Anuradhapura,2022,24,184.0,184.0,51.189507,1,0.662648,0.788192,0.976763,STRONG,42.709428,Medium
Anuradhapura,2022,25,194.0,194.0,53.223127,1,0.701129,0.819505,0.981971,STRONG,39.148043,Low
Anuradhapura,2022,26,194.0,194.0,53.746292,1,0.701129,0.82756,0.981971,STRONG,38.825825,Low
Anuradhapura,2022,27,204.0,204.0,55.786807,1,0.73961,0.858979,0.991186,STRONG,35.260192,Low
Anuradhapura,2022,28,204.0,204.0,55.501752,1,0.73961,0.85459,0.991186,STRONG,35.435758,Low
Anuradhapura,2022,29,194.0,194.0,53.03002,1,0.701129,0.816532,0.981971,STRONG,39.266977,Low
Anuradhapura,2022,30,194.0,194.0,52.43237,1,0.701129,0.807329,0.981971,STRONG,39.635071,Low
Anuradhapura,2022,31,194.0,194.0,52.374613,1,0.701129,0.80644,0.981971,STRONG,39.670643,Low
Anuradhapura,2022,32,194.0,194.0,52.355056,1,0.701129,0.806139,0.981971,STRONG,39.682688,Low
Anuradhapura,2022,33,194.0,194.0,53.854263,1,0.701129,0.829223,0.981971,STRONG,38.759325,Low
Anuradhapura,2022,34,208.0,208.0,56.005441,1,0.755003,0.862346,0.994992,STRONG,34.201984,Low
Anuradhapura,2022,35,208.0,208.0,55.119652,1,0.755003,0.848707,0.994992,STRONG,34.747543,Low
Anuradhapura,2022,36,208.0,208.0,54.650331,1,0.755003,0.84148,0.994992,STRONG,35.036599,Low
Anuradhapura,2022,37,208.0,208.0,54.51701,1,0.755003,0.839428,0.994992,STRONG,35.118711,Low
Anuradhapura,2022,38,208.0,208.0,54.425891,1,0.755003,0.838025,0.994992,STRONG,35.174832,Low
Anuradhapura,2022,39,208.0,208.0,54.371385,1,0.755003,0.837185,0.994992,STRONG,35.208402,Low
Anuradhapura,2022,40,204.0,204.0,53.582563,1,0.73961,0.825039,0.991186,STRONG,36.617789,Low
Anuradhapura,2022,41,188.0,188.0,50.456878,1,0.67804,0.776912,0.979167,STRONG,42.237105,Medium
Anuradhapura,2022,42,188.0,188.0,50.236424,1,0.67804,0.773517,0.979167,STRONG,42.372883,Medium
Anuradhapura,2022,43,188.0,188.0,50.096697,1,0.67804,0.771366,0.979167,STRONG,42.458941,Medium
Anuradhapura,2022,44,188.0,188.0,49.632342,1,0.67804,0.764216,0.979167,STRONG,42.744938,Medium
Anuradhapura,2022,45,188.0,188.0,50.096942,1,0.67804,0.771369,0.979167,STRONG,42.45879,Medium
Anuradhapura,2022,46,184.0,184.0,49.504435,1,0.662648,0.762246,0.976763,STRONG,43.747266,Medium
Anuradhapura,2022,47,184.0,184.0,49.058037,1,0.662648,0.755373,0.976763,STRONG,44.022204,Medium
Anuradhapura,2022,48,174.0,174.0,47.651146,1,0.624166,0.73371,0.965745,STRONG,47.197586,Medium
Anuradhapura,2022,49,174.0,174.0,46.707221,1,0.624166,0.719176,0.965745,STRONG,47.778951,Medium
Anuradhapura,2022,50,174.0,174.0,46.7687,1,0.624166,0.720123,0.965745,STRONG,47.741086,Medium
Anuradhapura,2022,51,82.0,82.0,39.352456,1,0.270139,0.605931,0.732572,STRONG,73.550424,High
Anuradhapura,2022,52,82.0,82.0,41.613533,1,0.270139,0.640746,0.732572,STRONG,72.157823,High
Anuradhapura,2023,1,174.0,174.0,44.64971,1,0.624166,0.687496,0.965745,STRONG,49.046175,Medium
Anuradhapura,2023,2,158.0,158.0,45.115887,1,0.562596,0.694673,0.898638,STRONG,52.453258,Medium
Anuradhapura,2023,3,144.0,144.0,43.710043,1,0.508722,0.673027,0.861178,STRONG,56.551546,Medium
Anuradhapura,2023,4,128.0,128.0,42.670715,1,0.447152,0.657024,0.807893,STRONG,60.885872,Medium
Anuradhapura,2023,5,128.0,128.0,36.419725,1,0.447152,0.560774,0.807893,STRONG,64.735866,Medium
Anuradhapura,2023,6,148.0,148.0,40.634354,1,0.524115,0.625669,0.886018,STRONG,57.522317,Medium
Anuradhapura,2023,7,137.0,137.0,38.078129,1,0.481786,0.586309,0.831731,STRONG,61.636464,Medium
Anuradhapura,2023,8,136.0,136.0,39.429288,1,0.477937,0.607114,0.830729,STRONG,61.035171,Medium
Anuradhapura,2023,9,134.0,134.0,40.060177,1,0.470241,0.616828,0.823718,STRONG,61.108381,Medium
Anuradhapura,2023,10,134.0,134.0,40.114859,1,0.470241,0.61767,0.823718,STRONG,61.074702,Medium
Anuradhapura,2023,11,139.0,139.0,40.40906,1,0.489482,0.6222,0.835537,STRONG,59.739065,Medium
Anuradhapura,2023,12,142.0,142.0,41.099914,1,0.501026,0.632837,0.846154,STRONG,58.620904,Medium
Anuradhapura,2023,13,142.0,142.0,41.073727,1,0.501026,0.632434,0.846154,STRONG,58.637032,Medium
Anuradhapura,2023,14,147.0,147.0,43.968422,1,0.520267,0.677005,0.877404,STRONG,55.699748,Medium
Anuradhapura,2023,15,147.0,147.0,47.363742,1,0.520267,0.729285,0.877404,STRONG,53.608565,Medium
Anuradhapura,2023,16,147.0,147.0,47.389649,1,0.520267,0.729684,0.877404,STRONG,53.592609,Medium
Anuradhapura,2023,17,147.0,147.0,49.772861,1,0.520267,0.766379,0.877404,STRONG,52.124785,Medium
Anuradhapura,2023,18,147.0,147.0,51.398509,1,0.520267,0.79141,0.877404,STRONG,51.123546,Medium
Anuradhapura,2023,19,147.0,147.0,48.255891,1,0.520267,0.743022,0.877404,STRONG,53.059089,Medium
Anuradhapura,2023,20,144.0,144.0,49.577457,1,0.508722,0.763371,0.861178,STRONG,52.937798,Medium
Anuradhapura,2023,21,137.0,137.0,48.47693,1,0.481786,0.746425,0.831731,STRONG,55.231827,Medium
Anuradhapura,2023,22,127.5,127.5,49.389893,1,0.445228,0.760483,0.804888,STRONG,56.862964,Medium
Anuradhapura,2023,23,127.5,127.5,50.705903,1,0.445228,0.780746,0.804888,STRONG,56.052432,Medium
Anuradhapura,2023,24,127.5,127.5,51.189507,1,0.445228,0.788192,0.804888,STRONG,55.75458,Medium
Anuradhapura,2023,25,135.0,135.0,53.223127,1,0.474089,0.819505,0.828325,STRONG,52.770413,Medium
Anuradhapura,2023,26,145.0,145.0,53.746292,1,0.512571,0.82756,0.867788,STRONG,50.139319,Medium
Anuradhapura,2023,27,145.0,145.0,55.786807,1,0.512571,0.858979,0.867788,STRONG,48.882562,Medium
Anuradhapura,2023,28,145.0,145.0,55.501752,1,0.512571,0.85459,0.867788,STRONG,49.058128,Medium
Anuradhapura,2023,29,147.5,147.5,53.03002,1,0.522191,0.816532,0.883013,STRONG,50.003252,Medium
Anuradhapura,2023,30,147.5,147.5,52.43237,1,0.522191,0.807329,0.883013,STRONG,50.371346,Medium
Anuradhapura,2023,31,147.5,147.5,52.374613,1,0.522191,0.80644,0.883013,STRONG,50.406918,Medium
Anuradhapura,2023,32,147.5,147.5,52.355056,1,0.522191,0.806139,0.883013,STRONG,50.418963,Medium
Anuradhapura,2023,33,147.5,147.5,53.854263,1,0.522191,0.829223,0.883013,STRONG,49.4956,Medium
Anuradhapura,2023,34,147.5,147.5,56.005441,1,0.522191,0.862346,0.883013,STRONG,48.170686,Medium
Anuradhapura,2023,35,137.5,137.5,55.119652,1,0.48371,0.848707,0.833133,STRONG,51.025121,Medium
Anuradhapura,2023,36,135.0,135.0,54.650331,1,0.474089,0.84148,0.828325,STRONG,51.891396,Medium
Anuradhapura,2023,37,132.5,132.5,54.51701,1,0.464469,0.839428,0.817909,STRONG,52.550728,Medium
Anuradhapura,2023,38,132.5,132.5,54.425891,1,0.464469,0.838025,0.817909,STRONG,52.606848,Medium
Anuradhapura,2023,39,132.5,132.5,54.371385,1,0.464469,0.837185,0.817909,STRONG,52.640418,Medium
Anuradhapura,2023,40,132.5,132.5,53.582563,1,0.464469,0.825039,0.817909,STRONG,53.126255,Medium
Anuradhapura,2023,41,135.0,135.0,50.456878,1,0.474089,0.776912,0.828325,STRONG,54.474149,Medium
Anuradhapura,2023,42,132.5,132.5,50.236424,1,0.464469,0.773517,0.817909,STRONG,55.187147,Medium
Anuradhapura,2023,43,132.5,132.5,50.096697,1,0.464469,0.771366,0.817909,STRONG,55.273205,Medium
Anuradhapura,2023,44,132.5,132.5,49.632342,1,0.464469,0.764216,0.817909,STRONG,55.559202,Medium
Anuradhapura,2023,45,137.5,137.5,50.096942,1,0.48371,0.771369,0.833133,STRONG,54.118616,Medium
Anuradhapura,2023,46,137.5,137.5,49.504435,1,0.48371,0.762246,0.833133,STRONG,54.483541,Medium
Anuradhapura,2023,47,132.5,132.5,49.058037,1,0.464469,0.755373,0.817909,STRONG,55.912917,Medium
Anuradhapura,2023,48,132.5,132.5,47.651146,1,0.464469,0.73371,0.817909,STRONG,56.779423,Medium
Anuradhapura,2023,49,132.5,132.5,46.707221,1,0.464469,0.719176,0.817909,STRONG,57.360788,Medium
Anuradhapura,2023,50,132.5,132.5,46.7687,1,0.464469,0.720123,0.817909,STRONG,57.322923,Medium
Anuradhapura,2023,51,135.0,135.0,39.352456,1,0.474089,0.605931,0.828325,STRONG,61.313379,Medium
Anuradhapura,2023,52,137.5,137.5,41.613533,1,0.48371,0.640746,0.833133,STRONG,59.343559,Medium
Anuradhapura,2024,1,125.0,125.0,44.64971,1,0.435608,0.687496,0.795873,STRONG,60.359669,Medium
Anuradhapura,2024,2,125.0,125.0,45.115887,1,0.435608,0.694673,0.795873,STRONG,60.07255,Medium
Anuradhapura,2024,3,122.5,122.5,43.710043,1,0.425988,0.673027,0.788261,STRONG,61.515631,Medium
Anuradhapura,2024,4,122.5,122.5,42.670715,1,0.425988,0.657024,0.788261,STRONG,62.155754,Medium
Anuradhapura,2024,5,115.0,115.0,36.419725,1,0.397127,0.560774,0.774639,STRONG,67.737405,Medium
Anuradhapura,2024,6,120.0,120.0,40.634354,1,0.416367,0.625669,0.783053,STRONG,63.987171,Medium
Anuradhapura,2024,7,117.5,117.5,38.078129,1,0.406747,0.586309,0.780449,STRONG,66.138773,Medium
Anuradhapura,2024,8,115.0,115.0,39.429288,1,0.397127,0.607114,0.774639,STRONG,65.883811,Medium
Anuradhapura,2024,9,117.5,117.5,40.060177,1,0.406747,0.616828,0.780449,STRONG,64.918027,Medium
Anuradhapura,2024,10,125.0,125.0,40.114859,1,0.435608,0.61767,0.795873,STRONG,63.152691,Medium
Anuradhapura,2024,11,127.5,127.5,40.40906,1,0.445228,0.6222,0.804888,STRONG,62.394272,Medium
Anuradhapura,2024,12,127.5,127.5,41.099914,1,0.445228,0.632837,0.804888,STRONG,61.968774,Medium
Anuradhapura,2024,13,127.5,127.5,41.073727,1,0.445228,0.632434,0.804888,STRONG,61.984903,Medium
Anuradhapura,2024,14,127.5,127.5,43.968422,1,0.445228,0.677005,0.804888,STRONG,60.202057,Medium
Anuradhapura,2024,15,127.5,127.5,47.363742,1,0.445228,0.729285,0.804888,STRONG,58.110874,Medium
Anuradhapura,2024,16,127.5,127.5,47.389649,1,0.445228,0.729684,0.804888,STRONG,58.094918,Medium
Anuradhapura,2024,17,150.0,150.0,49.772861,1,0.531811,0.766379,0.889623,STRONG,51.432122,Medium
Anuradhapura,2024,18,152.5,152.5,51.398509,1,0.541432,0.79141,0.893429,STRONG,49.853664,Medium
Anuradhapura,2024,19,147.5,147.5,48.255891,1,0.522191,0.743022,0.883013,STRONG,52.943646,Medium
Anuradhapura,2024,20,147.5,147.5,49.577457,1,0.522191,0.763371,0.883013,STRONG,52.129691,Medium
Anuradhapura,2024,21,147.5,147.5,48.47693,1,0.522191,0.746425,0.883013,STRONG,52.807507,Medium
Anuradhapura,2024,22,147.5,147.5,49.389893,1,0.522191,0.760483,0.883013,STRONG,52.245212,Medium
Anuradhapura,2024,23,147.5,147.5,50.705903,1,0.522191,0.780746,0.883013,STRONG,51.434679,Medium
Anuradhapura,2024,24,142.5,142.5,51.189507,1,0.50295,0.788192,0.853966,STRONG,52.291265,Medium
Anuradhapura,2024,25,142.5,142.5,53.223127,1,0.50295,0.819505,0.853966,STRONG,51.038756,Medium
Anuradhapura,2024,26,142.5,142.5,53.746292,1,0.50295,0.82756,0.853966,STRONG,50.716538,Medium
Anuradhapura,2024,27,147.5,147.5,55.786807,1,0.522191,0.858979,0.883013,STRONG,48.305343,Medium
Anuradhapura,2024,28,142.5,142.5,55.501752,1,0.50295,0.85459,0.853966,STRONG,49.635348,Medium
Anuradhapura,2024,29,125.0,125.0,53.03002,1,0.435608,0.816532,0.795873,STRONG,55.198224,Medium
Anuradhapura,2024,30,125.0,125.0,52.43237,1,0.435608,0.807329,0.795873,STRONG,55.566317,Medium
Anuradhapura,2024,31,125.0,125.0,52.374613,1,0.435608,0.80644,0.795873,STRONG,55.60189,Medium
Anuradhapura,2024,32,125.0,125.0,52.355056,1,0.435608,0.806139,0.795873,STRONG,55.613935,Medium
Anuradhapura,2024,33,142.425794,142.425794,53.854263,1,0.502665,0.829223,0.852564,STRONG,50.667172,Medium
Anuradhapura,2024,34,142.825,142.825,56.005441,1,0.504201,0.862346,0.85617,STRONG,49.250086,Medium
Anuradhapura,2024,35,142.638333,142.638333,55.119652,1,0.503483,0.848707,0.855369,STRONG,49.838743,Medium
Anuradhapura,2024,36,142.857857,142.857857,54.650331,1,0.504327,0.84148,0.856571,STRONG,50.077114,Medium
